wallet,level,segment,n,roi_mean,roi_shrunk,t,winrate,roi_half1,roi_half2,approved
0xaf520014bbcbf836722462f29945a75aa2a8efdf,L1,Esports,511,0.1775,0.1784,2.06,0.581,0.2124,0.1427,True
0xaf520014bbcbf836722462f29945a75aa2a8efdf,L2,Esports / Esports,511,0.1775,0.1784,2.06,0.581,0.2124,0.1427,True
0xaf520014bbcbf836722462f29945a75aa2a8efdf,L1b,Esports / price=0.70-0.90,105,0.0924,0.1097,2.27,0.848,0.1096,0.0754,True
0xaf520014bbcbf836722462f29945a75aa2a8efdf,L2b,Esports / Esports / price=0.70-0.90,105,0.0924,0.1097,2.27,0.848,0.1096,0.0754,True
0xaf520014bbcbf836722462f29945a75aa2a8efdf,L2l,Esports / Esports / live,511,0.1775,0.1784,2.06,0.581,0.2124,0.1427,True
0x186dbb72669b9d1ef341c2edcb51a843bbf28bfe,L1b,Sports / price=0.70-0.90,408,0.0552,0.0531,2.58,0.86,0.0843,0.0261,True
0x186dbb72669b9d1ef341c2edcb51a843bbf28bfe,L2b,Sports / Other sport / price=0.70-0.90,408,0.0552,0.0531,2.58,0.86,0.0843,0.0261,True
0x20c0a4629839cb1b662ed181734eac4cc6d29556,L2b,Sports / Soccer / price=0.70-0.90,41,0.1314,0.0831,2.52,0.902,0.1552,0.1088,True
0x048fa5e3afdf4e3724bbe36862c06a75505acf1a,L1b,Esports / price=0.70-0.90,316,0.0575,0.0542,2.01,0.81,0.0536,0.0615,True
0x048fa5e3afdf4e3724bbe36862c06a75505acf1a,L2b,Esports / Esports / price=0.70-0.90,316,0.0575,0.0542,2.01,0.81,0.0536,0.0615,True
0xaa57cd0782fb4583206ce547379e6442db61a128,L3,Esports / Esports / Counter Strike,406,0.0618,0.0594,2.11,0.754,0.106,0.0176,True
0xf4ec03081af3116b77f0d52c109c6828ff0ec574,L2b,Sports / Basketball / price=0.30-0.50,42,0.4118,0.2585,2.19,0.595,0.3442,0.4795,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L1,Other,54,1.5939,1.1761,8.47,0.87,1.6846,1.5032,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L2,Other / ?,54,1.5939,1.1761,8.47,0.87,1.6846,1.5032,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L3,Other / ? / ?,54,1.5939,1.1761,8.47,0.87,1.6846,1.5032,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L2t,Other / ? / type=binary,54,1.5939,1.1761,8.47,0.87,1.6846,1.5032,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L1b,Other / price=0.30-0.50,34,1.2132,0.7816,10.69,0.912,1.0556,1.3707,True
0x237419de121f3aecf3e1e0a613ecb9dc82b9a426,L2b,Other / ? / price=0.30-0.50,34,1.2132,0.7816,10.69,0.912,1.0556,1.3707,True
0xc547a1d8d09a3d0ce75e904ffbf034bf5024c570,L1b,Sports / price=0.30-0.50,1528,0.0815,0.081,2.51,0.429,0.1196,0.0433,True
0xc547a1d8d09a3d0ce75e904ffbf034bf5024c570,L2b,Sports / Tennis / price=0.30-0.50,801,0.119,0.1172,2.6,0.437,0.1485,0.0896,True
0xc547a1d8d09a3d0ce75e904ffbf034bf5024c570,L2b,Sports / Soccer / price=0.50-0.70,30,0.3665,0.2382,2.58,0.767,0.0412,0.6919,True
0xb41e4fd0d755642037f65cd80a8486e821c7db27,L1,Sports,604,0.1216,0.1206,2.51,0.536,0.1861,0.0571,True
0xb41e4fd0d755642037f65cd80a8486e821c7db27,L2l,Sports / Soccer / live,38,0.3152,0.2377,2.27,0.763,0.3983,0.232,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L2,Sports / MMA/Boxing,155,0.1533,0.1377,2.08,0.665,0.0983,0.2075,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L3,Sports / MMA/Boxing / UFC,154,0.1607,0.1442,2.18,0.669,0.0983,0.2232,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L2t,Sports / MMA/Boxing / type=moneyline,152,0.1641,0.147,2.21,0.671,0.1128,0.2154,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L1b,Sports / price=0.70-0.90,213,0.074,0.0691,2.33,0.812,0.036,0.1116,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L2b,Sports / MMA/Boxing / price=0.50-0.70,83,0.249,0.2039,3.15,0.759,0.2176,0.2796,True
0xf91ee420b52570626064d61dbb8dff1f92ce7e0b,L2b,Sports / Tennis / price=0.70-0.90,54,0.1342,0.1025,2.45,0.833,0.0825,0.1858,True
0x5850b1dba7cdd0791e8809158f3fa6bc6df2fdd9,L2,Sports / Tennis,132,0.2682,0.2582,2.04,0.523,0.0011,0.5353,True
0x5850b1dba7cdd0791e8809158f3fa6bc6df2fdd9,L2t,Sports / Tennis / type=moneyline,131,0.2779,0.2665,2.1,0.527,0.0165,0.5353,True
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1,Sports,1425,-0.0159,-0.0159,-1.59,0.725,-0.0304,-0.0013,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1,Crypto,85,-0.0857,-0.0729,-1.05,0.588,-0.1036,-0.0682,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2,Sports / Tennis,81,0.0093,0.0038,0.17,0.617,0.1293,-0.1078,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2,Sports / Other sport,147,-0.0107,-0.0116,-0.49,0.803,-0.0395,0.0178,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2,Sports / Soccer,997,-0.0105,-0.0107,-0.91,0.738,-0.0181,-0.003,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2,Crypto / Up/Down short,82,-0.0867,-0.0733,-1.02,0.598,-0.1104,-0.063,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2,Sports / Basketball,189,-0.0616,-0.0575,-1.87,0.635,-0.0381,-0.0848,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Other sport / Japan J League,31,0.0574,0.0276,2.14,0.935,0.0302,0.0828,True
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Tennis / ATP,52,0.0596,0.0378,0.71,0.615,0.0633,0.0558,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / UEFA Champions League 2025,92,0.0289,0.0205,0.58,0.685,0.0683,-0.0104,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Primeira Liga,21,0.0809,0.0324,4.84,0.905,0.1182,0.047,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Serie A 2025,59,0.0248,0.0138,0.51,0.797,0.0599,-0.0092,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / FIFA World Cup,119,0.0117,0.0073,0.64,0.714,0.0124,0.011,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Fifa Friendly,58,0.0172,0.0081,0.48,0.81,0.0369,-0.0024,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Ligue 1 2025,35,0.0153,0.003,0.25,0.8,0.042,-0.0099,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Primera División Argentina,53,0.0061,-0.0007,0.15,0.792,-0.0213,0.0325,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Saudi Professional League,27,-0.0163,-0.0173,-0.35,0.667,0.0237,-0.0534,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Other sport / K-league,22,-0.04,-0.0298,-0.65,0.818,-0.16,0.0801,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Brazil Serie A,44,-0.0303,-0.0266,-0.72,0.727,-0.073,0.0125,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Copa Sudamericana 2025,23,-0.0545,-0.0378,-0.76,0.739,-0.0143,-0.0915,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / La Liga 2025,103,-0.0255,-0.0244,-0.51,0.709,-0.036,-0.0152,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Tennis / WTA,24,-0.0943,-0.0599,-1.86,0.625,-0.1242,-0.0644,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Premier League 2025,106,-0.0426,-0.0388,-1.06,0.708,-0.0744,-0.0108,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Crypto / Up/Down short / BTC Up or Down 5m,82,-0.0867,-0.0733,-1.02,0.598,-0.1104,-0.063,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / UEFA Europa League 2025,63,-0.1173,-0.0935,-2.05,0.651,-0.2417,0.0031,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Soccer / Copa Libertadores 2025,34,-0.1977,-0.1313,-2.4,0.529,-0.3439,-0.0514,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L3,Sports / Basketball / NBA 2026,177,-0.0674,-0.0624,-2.1,0.633,-0.0431,-0.0914,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Other sport / type=totals,103,0.0202,0.0139,1.13,0.893,0.0083,0.0319,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Soccer / type=totals,361,0.0028,0.0016,0.21,0.82,0.0157,-0.0101,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Tennis / type=moneyline,80,0.008,0.0027,0.14,0.613,0.1293,-0.1134,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Soccer / type=spreads,30,-0.0253,-0.0226,-0.57,0.7,0.0417,-0.0924,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Other sport / type=moneyline,40,-0.0676,-0.0513,-1.15,0.6,-0.0631,-0.0722,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Soccer / type=moneyline,564,-0.0171,-0.0171,-0.95,0.693,-0.026,-0.0082,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Sports / Basketball / type=moneyline,172,-0.0461,-0.0433,-1.36,0.645,-0.0314,-0.0608,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2t,Crypto / Up/Down short / type=updown,82,-0.0867,-0.0733,-1.02,0.598,-0.1104,-0.063,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Sports / price=0.30-0.50,44,0.0269,0.0127,0.19,0.432,0.1019,-0.0482,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Sports / price=0.50-0.70,142,-0.0142,-0.0147,-0.29,0.549,-0.0037,-0.0247,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Crypto / price=0.50-0.70,32,-0.0408,-0.0323,-0.34,0.594,-0.1417,0.0601,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Sports / price=0.70-0.90,516,-0.0095,-0.0099,-0.63,0.713,-0.0145,-0.0045,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Sports / price=0.90-1.00,689,-0.0093,-0.0096,-1.25,0.816,-0.0135,-0.0051,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Crypto / price=0.70-0.90,20,-0.1437,-0.0812,-1.11,0.7,-0.1179,-0.1695,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L1b,Sports / price=0.10-0.30,22,-0.3435,-0.1888,-2.28,0.182,-0.5076,-0.1793,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Soccer / price=0.50-0.70,82,0.0306,0.021,0.44,0.549,-0.1017,0.163,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Other sport / price=0.90-1.00,111,0.0066,0.0028,0.38,0.856,-0.0195,0.0323,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Basketball / price=0.70-0.90,57,0.0081,0.0012,0.21,0.754,0.0411,-0.0237,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Soccer / price=0.30-0.50,32,0.0032,-0.0052,0.02,0.375,-0.1128,0.1192,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Basketball / price=0.90-1.00,60,-0.0134,-0.0147,-0.62,0.75,-0.0184,-0.0084,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Tennis / price=0.90-1.00,31,-0.0269,-0.0237,-0.85,0.742,-0.0113,-0.0417,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Other sport / price=0.70-0.90,29,-0.0348,-0.0282,-0.49,0.69,0.0087,-0.0753,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Soccer / price=0.70-0.90,389,-0.0076,-0.0082,-0.43,0.725,-0.021,0.0056,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Crypto / Up/Down short / price=0.50-0.70,32,-0.0408,-0.0323,-0.34,0.594,-0.1417,0.0601,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Soccer / price=0.90-1.00,485,-0.0117,-0.012,-1.26,0.819,-0.0126,-0.0108,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Tennis / price=0.70-0.90,33,-0.0792,-0.0563,-1.73,0.485,-0.0073,-0.1469,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2b,Sports / Basketball / price=0.50-0.70,40,-0.0988,-0.072,-1.21,0.525,0.0346,-0.2321,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Tennis / live,81,0.0093,0.0038,0.17,0.617,0.1293,-0.1078,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Basketball / pre,30,0.0042,-0.0049,0.04,0.6,0.1682,-0.1599,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Other sport / live,72,-0.0104,-0.0122,-0.34,0.778,-0.015,-0.0057,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Other sport / pre,75,-0.011,-0.0126,-0.36,0.827,-0.0575,0.0344,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Soccer / live,415,-0.0082,-0.0087,-0.58,0.766,-0.0266,0.0101,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Soccer / pre,580,-0.012,-0.0122,-0.71,0.721,-0.0124,-0.0116,False
0xd13e1585ab393467fe2351e6a9b4801f5b19f2d6,L2l,Sports / Basketball / live,159,-0.074,-0.0678,-2.12,0.642,-0.0765,-0.0715,False
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L1,Sports,209,2.5752,2.5737,6.56,0.665,0.0415,5.0848,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L2,Sports / Tennis,159,3.1829,3.1131,6.47,0.673,0.1438,6.1841,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L3,Sports / Tennis / ATP,91,3.8374,3.6069,6.47,0.758,1.115,6.5006,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L3,Sports / Tennis / WTA,53,3.0405,2.9083,2.92,0.585,0.3369,5.6439,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L2t,Sports / Tennis / type=moneyline,127,4.0219,3.8227,6.78,0.654,1.245,6.7553,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L1b,Sports / price=0.00-0.10,69,7.4096,6.3194,7.86,0.681,5.3458,9.4145,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L2b,Sports / Tennis / price=0.00-0.10,56,8.5658,6.9848,8.06,0.75,8.1788,8.9527,True
0xf5fe759cece500f58a431ef8dacea321f6e3e23d,L2l,Sports / Tennis / pre,124,4.1089,3.8936,6.85,0.75,1.6019,6.616,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L1,Esports,761,0.1446,0.1445,3.33,0.573,0.1654,0.1239,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2,Esports / Esports,740,0.1443,0.1443,3.28,0.572,0.18,0.1086,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2,Sports / Soccer,275,0.1551,0.1543,2.14,0.582,0.1509,0.1593,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L3,Esports / Esports / Counter Strike,527,0.1381,0.1383,2.58,0.565,0.1704,0.1059,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L3,Esports / Esports / Valorant,213,0.1596,0.1581,2.09,0.587,0.198,0.1216,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2t,Esports / Esports / type=moneyline,568,0.1532,0.1528,3.01,0.585,0.1723,0.1341,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2t,Sports / Soccer / type=moneyline,275,0.1551,0.1543,2.14,0.582,0.1509,0.1593,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L1b,Esports / price=0.30-0.50,265,0.2687,0.2598,3.45,0.513,0.3372,0.2007,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L1b,Esports / price=0.70-0.90,88,0.1184,0.1229,2.34,0.852,0.1172,0.1196,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L1b,Sports / price=0.70-0.90,34,0.1906,0.1728,2.49,0.882,0.1938,0.1873,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2b,Esports / Esports / price=0.30-0.50,260,0.2616,0.2531,3.34,0.512,0.3578,0.1654,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2b,Esports / Esports / price=0.70-0.90,84,0.114,0.1196,2.16,0.845,0.1063,0.1218,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2b,Sports / Soccer / price=0.70-0.90,33,0.1922,0.1735,2.44,0.879,0.1974,0.1873,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2l,Esports / Esports / pre,635,0.1767,0.1757,3.65,0.581,0.2402,0.1134,True
0x30c7ac0158499ddc6761047f7f69bcf7d036ac3b,L2l,Sports / Soccer / pre,256,0.1643,0.1627,2.16,0.582,0.1813,0.1473,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L1,Sports,821,0.2165,0.2199,4.37,0.639,0.1515,0.2813,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2,Sports / Other sport,799,0.2266,0.2299,4.52,0.648,0.1597,0.2933,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L3,Sports / Other sport / NYC Daily Lowest Temperature,108,0.4177,0.4087,2.05,0.62,0.2344,0.601,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L3,Sports / Other sport / NYC Daily Weather,447,0.1845,0.192,2.92,0.615,0.1813,0.1877,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2t,Sports / Other sport / type=binary,799,0.2266,0.2299,4.52,0.648,0.1597,0.2933,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L1b,Sports / price=0.10-0.30,199,0.4212,0.4156,3.22,0.397,0.4746,0.3683,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L1b,Sports / price=0.30-0.50,164,0.2027,0.2198,2.57,0.5,0.2663,0.1392,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L1b,Sports / price=0.70-0.90,164,0.117,0.1434,5.67,0.878,0.1254,0.1087,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L1b,Sports / price=0.50-0.70,62,0.1807,0.2243,2.11,0.726,0.0821,0.2792,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2b,Sports / Other sport / price=0.10-0.30,192,0.4163,0.411,3.17,0.401,0.4429,0.3898,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2b,Sports / Other sport / price=0.30-0.50,159,0.2316,0.2459,2.89,0.516,0.2749,0.1887,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2b,Sports / Other sport / price=0.50-0.70,57,0.2301,0.2637,2.71,0.754,0.1501,0.3072,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2b,Sports / Other sport / price=0.70-0.90,161,0.1174,0.1442,5.58,0.876,0.1262,0.1087,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2l,Sports / Other sport / live,412,0.2318,0.2377,2.99,0.697,0.065,0.3987,True
0xf787b8a3a4c6990f48614a0b9af8422e3e7a1b63,L2l,Sports / Other sport / pre,387,0.2211,0.2279,3.54,0.597,0.2219,0.2202,True
0xaf38cbafaa8da562cc7f88ae2b06e5ea7027c19e,L1b,Sports / price=0.50-0.70,400,0.1065,0.0993,2.98,0.603,0.1628,0.0502,True
0xaf38cbafaa8da562cc7f88ae2b06e5ea7027c19e,L2b,Sports / Other sport / price=0.50-0.70,382,0.0965,0.0894,2.65,0.594,0.1399,0.053,True
0x6888e548e47cfc9dc629376d86a41018add64c79,L2t,Esports / Esports / type=child_moneyline,47,0.214,0.1407,2.03,0.745,0.2753,0.1553,True
0x6888e548e47cfc9dc629376d86a41018add64c79,L2b,Sports / Soccer / price=0.70-0.90,68,0.1139,0.0808,2.2,0.824,0.187,0.0408,True
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1,Sports,267,0.0305,0.0298,0.67,0.667,0.0298,0.0311,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1,Esports,86,0.025,0.0242,0.29,0.651,-0.0451,0.0951,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2,Sports / Tennis,77,0.135,0.1114,1.63,0.727,0.0436,0.224,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2,Sports / Baseball,70,0.122,0.0995,1.51,0.743,0.26,-0.016,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2,Esports / Esports,86,0.025,0.0242,0.29,0.651,-0.0451,0.0951,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2,Sports / Soccer,99,-0.1044,-0.0834,-1.3,0.566,-0.1287,-0.0805,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L3,Sports / Baseball / MLB,70,0.122,0.0995,1.51,0.743,0.26,-0.016,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L3,Sports / Tennis / ATP,56,0.126,0.0982,1.24,0.714,-0.0131,0.265,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L3,Esports / Esports / Counter Strike,58,0.0637,0.0526,0.62,0.672,-0.0429,0.1703,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L3,Esports / Esports / League of Legends,24,-0.0354,-0.0099,-0.21,0.625,-0.2701,0.1993,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L3,Sports / Soccer / FIFA World Cup,56,-0.1136,-0.0783,-1.0,0.554,-0.155,-0.0722,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2t,Sports / Baseball / type=moneyline,58,0.0771,0.0626,0.87,0.724,0.3048,-0.1506,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2t,Esports / Esports / type=moneyline,44,0.0526,0.0426,0.45,0.682,-0.2741,0.3793,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2t,Esports / Esports / type=child_moneyline,31,0.0462,0.0361,0.34,0.677,0.061,0.0323,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2t,Sports / Tennis / type=moneyline,47,0.0325,0.0289,0.27,0.638,-0.0946,0.1542,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2t,Sports / Soccer / type=moneyline,59,-0.0599,-0.0395,-0.56,0.593,-0.0975,-0.0236,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1b,Sports / price=0.50-0.70,148,0.0762,0.0696,1.22,0.649,0.0879,0.0644,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1b,Sports / price=0.70-0.90,84,0.074,0.0637,1.39,0.833,0.1708,-0.0228,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1b,Esports / price=0.50-0.70,44,0.0074,0.0115,0.06,0.614,-0.022,0.0368,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1b,Esports / price=0.70-0.90,34,-0.0179,-0.0036,-0.18,0.735,-0.1374,0.1016,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L1b,Sports / price=0.30-0.50,21,-0.3804,-0.1848,-1.81,0.286,-0.5467,-0.2293,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Baseball / price=0.50-0.70,45,0.159,0.1164,1.39,0.689,0.3937,-0.0656,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Tennis / price=0.50-0.70,41,0.1406,0.1012,1.25,0.707,-0.0328,0.3057,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Baseball / price=0.70-0.90,20,0.2098,0.1152,3.16,0.95,0.1525,0.2671,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Soccer / price=0.70-0.90,25,0.0593,0.0421,0.62,0.84,0.1716,-0.0444,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Esports / Esports / price=0.50-0.70,44,0.0074,0.0115,0.06,0.614,-0.022,0.0368,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Esports / Esports / price=0.70-0.90,34,-0.0179,-0.0036,-0.18,0.735,-0.1374,0.1016,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Tennis / price=0.70-0.90,31,-0.0319,-0.0113,-0.31,0.742,0.1336,-0.1872,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2b,Sports / Soccer / price=0.50-0.70,51,-0.0324,-0.0175,-0.3,0.569,-0.088,0.0211,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Sports / Baseball / live,58,0.2102,0.1616,2.67,0.81,0.3888,0.0317,True
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Sports / Tennis / live,45,0.2261,0.1629,2.07,0.778,0.1412,0.3074,True
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Sports / Tennis / pre,32,0.0068,0.0121,0.05,0.656,-0.0121,0.0257,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Sports / Soccer / live,49,-0.0096,-0.0009,-0.08,0.592,-0.133,0.1088,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Esports / Esports / live,75,-0.0253,-0.0156,-0.28,0.627,-0.1143,0.0613,False
0xf8fb48cefeb4b84ffeefee0d0ed453db403cc3ca,L2l,Sports / Soccer / pre,46,-0.1726,-0.114,-1.54,0.565,-0.1041,-0.241,False
